iata,icao,latitude,longitude,name,iso_country
WMN,FMNR,-15.437742,49.689081,Maroantsetra Airport,MG
SVB,FMNS,-14.2786,50.174702,Sambava Airport,MG
TTS,FMNT,-16.751064,47.619016,Tsaratanana Airport,MG
VOH,FMNV,-13.3758,50.0028,Vohemar Airport,MG
WAI,FMNW,-14.8988,47.9939,Ambalabe Airport,MG
WMA,FMNX,-15.845992,48.834718,Mandritsara Airport,MG
IVA,FMNZ,-13.484816,48.632702,Ampampamena Airport,MG
WBO,FMSB,-21.606983764699997,45.136020183599996,Antsoa Airport,MG
WMD,FMSC,-21.0463049303,44.9404120445,Mandabe Airport,MG
FTU,FMSD,-25.038099,46.9561,Tôlanaro Airport,MG
WFI,FMSF,-21.441601,47.111698,Fianarantsoa Airport,MG
RVA,FMSG,-22.8053,47.820599,Farafangana Airport,MG
IHO,FMSI,-22.404720202399997,46.1649370193,Ihosy Airport,MG
MJA,FMSJ,-21.426105,44.316509,Manja Airport,MG
WVK,FMSK,-22.119699,48.021702,Manakara Airport,MG
OVA,FMSL,-24.235694754699995,45.3045272827,Bekily Airport,MG
MNJ,FMSM,-21.201799,48.358299,Mananjary Airport,MG
TDV,FMSN,-21.700000762939453,43.733001708984375,Samangoky Airport,MG
MXM,FMSR,-21.753837,43.374753,Morombe Airport,MG
TLE,FMST,-23.3834,43.7285,Toliara Airport,MG
VND,FMSU,-23.350766591499998,47.581701278699995,Vangaindrano Airport,MG
BKU,FMSV,-23.732999801635742,44.388999938964844,Betioky Airport,MG
AMP,FMSY,-24.699699,44.7342,Ampanihy Airport,MG
WAK,FMSZ,-22.2964423522,44.5315361023,Ankazoabo Airport,MG
AZZ,FNAM,-7.86222,13.1161,Ambriz Airport,AO
SSY,FNBC,-6.269899845123291,14.246999740600586,Mbanza Congo Airport,AO
BUG,FNBG,-12.609,13.4037,Benguela Airport,AO
NBJ,FNBJ,-9.050734,13.499078,Dr. Antonio Agostinho Neto International Airport,AO
GGC,FNBL,-14.105106,21.45083,Lumbala Airport,AO
CAB,FNCA,-5.59839,12.188145,Cabinda Airport,AO
CFF,FNCF,-8.78361,17.9897,Cafunfo Airport,AO
PGI,FNCH,-7.35889,20.804701,Chitato Airport,AO
KNP,FNCP,-9.76937,15.455319,Kapanda Airport,AO
CBT,FNCT,-12.4792,13.4869,Catumbela Airport,AO
CTI,FNCV,-15.1603,19.156099,Cuito Cuanavale Airport,AO
CAV,FNCZ,-11.8931,22.916239,Cazombo Airport,AO
FND,FND,6.162443,73.28752,Funadhoo Airport,MV
DUE,FNDU,-7.400889873504639,20.818500518798828,Dundo Airport,AO
VPE,FNGI,-17.0435009003,15.683799743700002,Ngjiva Pereira Airport,AO
NOV,FNHU,-12.8089,15.7605,Albano Machado Airport,AO
SVP,FNKU,-12.404600143433,16.947399139404,Kuito Airport,AO
LLT,FNLB,-12.3712,13.5366,Lobito Airport,AO
LBZ,FNLK,-8.442339,20.732701,Lucapa Airport,AO
LAD,FNLU,-8.85837,13.2312,Quatro de Fevereiro International Airport,AO
LZM,FNLZ,-9.11596012115,18.049299240099998,Luzamba Airport,AO
MEG,FNMA,-9.525090217590332,16.312400817871094,Malanje Airport,AO
SPP,FNME,-14.657600402832031,17.71980094909668,Menongue Airport,AO
MSZ,FNMO,-15.2612,12.1468,Welwitschia Mirabilis International Airport,AO
GXG,FNNG,-7.754509925842285,15.287699699401855,Negage Airport,AO
PBN,FNPA,-10.722,13.7655,Porto Amboim Airport,AO
VHC,FNSA,-9.68907,20.4319,Saurimo Airport,AO
SZA,FNSO,-6.141089916229248,12.371800422668457,Soyo Airport,AO
NDD,FNSU,-11.1679,13.8475,Sumbe Airport,AO
UAL,FNUA,-10.7158,22.2311,Luau Airport,AO
SDD,FNUB,-14.924839,13.576653,Lubango Mukanka International Airport,AO
LUO,FNUE,-11.7681,19.897699,Luena Airport,AO
UGO,FNUG,-7.60307,15.0278,Uige Airport,AO
CEO,FNWK,-11.4264,15.1014,Waco Kungo Airport,AO
XGN,FNXA,-16.755399703979492,14.965299606323242,Xangongo Airport,AO
ARZ,FNZE,-7.259277,12.862355,N'zeto Airport,AO
NZA,FNZG,-7.716939926149999,21.358200073200003,Nzagi Airport,AO
AKE,FOGA,-1.13967001438,13.9035997391,Akieni Airport,GA
BGB,FOGB,-0.1075,11.9438,Booue Airport,GA
KDN,FOGE,-2.4,11.367,Ndende Airport,GA
FOU,FOGF,-1.278325,10.612497,Fougamou Airport,GA
MBC,FOGG,-1.893056,11.9125,M'Bigou Airport,GA
MGX,FOGI,-2.455187,10.9358,Moabi Airport,GA
KDJ,FOGJ,-0.183,10.75,Ville Airport,GA
KOU,FOGK,-1.18461,12.4413,Koulamoutou Mabimbi Airport,GA
MJL,FOGM,-1.84514,11.0567,Mouilla Ville Airport,GA
OYE,FOGO,1.5431100130081177,11.581399917602539,Oyem Airport,GA
OKN,FOGQ,-0.665214,13.6731,Okondja Airport,GA
LBQ,FOGR,-0.704389,10.2457,Lambarene Airport,GA
MVX,FOGV,2.152413,12.108044,Minvoul Airport,GA
AWE,FOGW,-0.545,9.444,Alowe Airport,GA
BMM,FOOB,2.07564,11.4932,Bitam Airport,GA
MFF,FOOD,-1.526558,13.251332,Moanda Airport,GA
MKB,FOOE,0.976706,13.968462,Mekambo Airport,GA
POG,FOOG,-0.711739,8.75438,Port Gentil International Airport,GA
OMB,FOOH,-1.57473,9.26269,Omboue Hospital Airport,GA
IGE,FOOI,-1.930801,9.319577,Tchongorove Airport,GA
MKU,FOOK,0.5792109966278076,12.890899658203125,Makokou Airport,GA
LBV,FOOL,0.458951,9.41214,Libreville Leon M'ba International Airport,GA
MZC,FOOM,0.783,11.55,Mitzic Airport,GA
MVB,FOON,-1.65616,13.438,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA
LTL,FOOR,-0.826667,12.7486,Lastourville Airport,GA
TCH,FOOT,-2.88848,10.955429,Tchibanga Airport,GA
MYB,FOOY,-3.458372,10.676539,Mayumba Airport,GA
FOY,FOY,8.3513,-10.2269,Foya Airport,LR
PCP,FPPR,1.661155,7.411081,Principe Airport,ST
TMS,FPST,0.378175,6.71215,São Tomé International Airport,ST
ANO,FQAG,-16.18187,39.945217,Angoche Airport,MZ
BEW,FQBR,-19.7964,34.9076,Beira International Airport,MZ
FXO,FQCB,-14.815,36.529999,Cuamba Airport,MZ
VPY,FQCH,-19.15130043029785,33.42900085449219,Chimoio Airport,MZ
IHC,FQIA,-25.9971446991,32.929351806599996,Inhaca Airport,MZ
IBO,FQIB,-12.350174,40.602297,Ibo Airport,MZ
INH,FQIN,-23.8764,35.408501,Inhambane Airport,MZ
VXC,FQLC,-13.274,35.2663,Lichinga Airport,MZ
LFB,FQLU,-15.0331,40.6717,Lumbo Airport,MZ
MPM,FQMA,-25.920799,32.572601,Maputo Airport,MZ
MUD,FQMD,-11.6729,39.563099,Mueda Airport,MZ
MZB,FQMP,-11.3618,40.3549,Mocímboa da Praia Airport,MZ
MNC,FQNC,-14.4882,40.7122,Nacala International Airport,MZ
APL,FQNP,-15.1056,39.281799,Nampula Airport,MZ
POL,FQPB,-12.993302,40.524867,Pemba Airport,MZ
PDD,FQPO,-26.826913,32.838444,Ponta do Ouro Airport,MZ
UEL,FQQL,-17.855499267578125,36.86909866333008,Quelimane Airport,MZ
TET,FQTT,-16.104799,33.640202,Tete Airport,MZ
VNX,FQVL,-22.018400192260742,35.31330108642578,Vilankulo Airport,MZ
VJB,FQXA,-24.892909,33.753024,Xai-Xai Chongoene Airport,MZ
JAH,FR-0205,43.286667,5.603889,Zi Les Paluds Heliport,FR
DES,FSDR,-5.6967,53.6558,Desroches Airport,SC
SEZ,FSIA,-4.67434,55.521801,Seychelles International Airport,SC
FSL,FSL,-18.1321,125.7873,Fossil Downs Airport,AU
PRI,FSPP,-4.319256,55.691561,Praslin Island Airport,SC
BDI,FSSB,-3.723683,55.206106,Bird Island Airport,SC
DEI,FSSD,-3.802067,55.667439,Denis Island Airport,SC
FRK,FSSF,-4.582785,55.944928,Frégate Island Airport (UNUSABLE),SC
SRH,FTTA,9.14444,18.374399,Sarh Airport,TD
OGR,FTTB,10.288345,15.379561,Bongor Airport,TD
AEH,FTTC,13.847,20.844299,Abeche Airport,TD
MQQ,FTTD,8.628503,16.074241,Moundou Airport,TD
LTC,FTTH,9.3979,16.3125,Lai Airport,TD
ATV,FTTI,13.239778,18.315893,Ati Airport,TD
NDJ,FTTJ,12.1337,15.034,N'Djamena International Airport,TD
BKR,FTTK,12.385511,17.070989,Bokoro Airport,TD
OTC,FTTL,13.443574,14.739254,Bol-Berim Airport,TD
MVO,FTTM,12.17048,18.675642,Mongo Airport,TD
AMC,FTTN,11.0340003967,20.274000167799997,Am Timan Airport,TD
PLF,FTTP,9.37806,14.925,Pala Airport,TD
OUT,FTTS,10.483,16.716999,Bousso Airport,TD
AMO,FTTU,14.1456,15.3144,Mao Airport,TD
FYT,FTTY,17.917101,19.111099,Faya-Largeau Airport,TD
FUB,FUB,-6.1518,150.6264,Fulleborn Airport,PG
BZH,FVBM,-16.816485,28.344786,Bumi Hills Airport,ZW
BUQ,FVBU,-20.016284,28.622897,Joshua Mqabuko Nkomo International Airport,ZW
CHJ,FVCH,-20.206699,32.6283,Chipinge Airport,ZW
BFO,FVCZ,-21.008101,31.5786,Buffalo Range Airport,ZW
VFA,FVFA,-18.097437,25.836867,Victoria Falls International Airport,ZW
HRE,FVHA,-17.931801,31.0928,Robert Gabriel Mugabe International Airport,ZW
KAB,FVKB,-16.5198,28.885,Kariba Airport,ZW
MJW,FVMH,-21.231,32.3336,Mahenye Airport,ZW
UTA,FVMU,-18.997499465942,32.627201080322,Mutare Airport,ZW
MVZ,FVMV,-20.0553,30.8591,Masvingo International Airport,ZW
GWE,FVTL,-19.436718,29.861945,Josiah Tungamirai Air Force Base,ZW
HWN,FVWN,-18.6299,27.021,Hwange National Park Airport,ZW
WKI,FVWT,-18.362967,26.519791,Hwange (Town) Airport,ZW
CEH,FWCD,-10.557293,33.797109,Chelinda Airfield,MW
BLZ,FWCL,-15.677189,34.972319,Chileka International Airport,MW
CMK,FWCM,-14.306483,35.131477,Club Makokola Airport,MW
DWA,FWDW,-12.517527,34.131877,Dwangwa Airport,MW
KGJ,FWKA,-9.953571,33.893264,Karonga Airport,MW
KBQ,FWKG,-13.0146,33.468601,Kasungu Airport,MW
LLW,FWKI,-13.7894,33.780998,Kamuzu International Airport,MW
LIX,FWLK,-12.079787,34.736253,Likoma Island Airport,MW
MYZ,FWMY,-14.083600044299999,34.9197006226,Monkey Bay Airport,MW
LMB,FWSM,-13.755893,34.584188,Salima Airport,MW
ZZU,FWUU,-11.4447,34.011799,Mzuzu Airport,MW
LEF,FXLK,-29.8908,28.6556,Lebakeng Airport,LS
LRB,FXLR,-28.8556,28.052799,Leribe Airport,LS
LES,FXLS,-29.755583,28.357054,Lesobeng Airport,LS
MSG,FXMA,-29.840562,28.77668,Matsaile Airport,LS
MFC,FXMF,-29.8011,27.243601,Mafeteng Airport,LS
MKH,FXMK,-29.281799,29.0728,Mokhotlong Airport,LS
MSU,FXMM,-29.456277,27.554456,Moshoeshoe I International Airport,LS
NKU,FXNK,-30.021699905396,28.196899414062,Nkaus Airport,LS
PEL,FXPG,-29.088056,28.497222,Pelaneng Airport,LS
UTG,FXQG,-30.407499,27.6933,Quthing Airport,LS
UNE,FXQN,-30.1117,28.6719,Qacha's Nek Airport,LS
SHK,FXSH,-29.731088,28.767945,Sehonghong Airport,LS
SKQ,FXSK,-30.0389,28.3703,Sekakes Airport,LS
SOK,FXSM,-29.8386,28.059999,Semonkong Airport,LS
SHZ,FXSS,-29.267599,28.552299,Seshutes Airport,LS
THB,FXTA,-29.5228,28.615801,Thaba-Tseka Airport,LS
TKO,FXTK,-29.233,28.882999,Tlokoeng Airport,LS
AIW,FYAA,-27.995,17.5966,Ai-Ais Airport,NA
ADI,FYAR,-22.461875,14.979322,Arandis Airport,NA
GOG,FYGB,-22.5044,18.973101,Gobabis Airport,NA
GFY,FYGF,-19.6022,18.1227,Grootfontein Airport,NA
HAL,FYHI,-19.0285,16.4585,Halali Airport,NA
KAS,FYKB,-28.0297,18.7385,Karasburg Airport,NA
MPA,FYKM,-17.634258,24.176688,Katima Mulilo Airport,NA
KMP,FYKT,-26.539801,18.111401,Keetmanshoop Airport,NA
LHU,FYLS,-18.116495,23.39346,Lianshulu Lodge Airstrip,NA
LUD,FYLZ,-26.687400817871094,15.242899894714355,Luderitz Airport,NA
MJO,FYME,-21.0233001709,16.4528007507,Mount Etjo Airport,NA
MQG,FYMG,-22.0106,17.37,Midgard Airport,NA
OKU,FYMO,-18.812799,17.059401,Mokuti Lodge Airport,NA
NNI,FYNA,-18.8064,16.9272,Namutoni Airport,NA
OND,FYOA,-17.878201,15.9526,Ondangwa Airport,NA
OMG,FYOE,-18.0303,22.189699,Omega Airport,NA
OMD,FYOG,-28.585318,16.44638,Oranjemund Airport,NA
OKF,FYOO,-19.1492,15.9119,Okaukuejo Airport,NA
OPW,FYOP,-18.056022,13.852061,Opuwa Airport,NA
OHI,FYOS,-17.797,15.6993,Oshakati Airport,NA
OTJ,FYOW,-20.433012,16.660801,Otjiwarongo Airport,NA
NDU,FYRU,-17.956499,19.7194,Rundu Airport,NA
RHN,FYSA,-27.8764,16.6478,Skorpion Mine Airport,NA
SWP,FYSM,-22.6619,14.5681,Swakopmund Municipal Aerodrome,NA
SZM,FYSS,-24.5128,15.7467,Sesriem Airport,NA
TCY,FYTE,-19.972112,13.025486,Terrace Bay Airport,NA
TSB,FYTM,-19.262079,17.732509,Tsumeb Airport,NA
WVB,FYWB,-22.979332,14.647102,Walvis Bay International Airport,NA
ERS,FYWE,-22.60492,17.079002,Eros Airport,NA
WDH,FYWH,-22.4799,17.4709,Hosea Kutako International Airport,NA
FIH,FZAA,-4.38575,15.4446,Ndjili International Airport,CD
NLO,FZAB,-4.32666015625,15.327500343323,Ndolo Airport,CD
MNB,FZAG,-5.930637,12.351334,Muanda Airport,CD
BOA,FZAJ,-5.854,13.064,Boma Airport,CD
LZI,FZAL,-4.943881,14.123337,Luozi Airport,CD
MAT,FZAM,-5.79961,13.4404,Tshimpi Airport,CD
NKL,FZAR,-5.421,14.8169,N'Kolo-Fuma Airport,CD
INO,FZBA,-1.94722,18.285801,Inongo Airport,CD
NIO,FZBI,-2.717453,17.685735,Nioki Airport,CD
FDU,FZBO,-3.31132,17.381701,Bandundu Airport,CD
KRZ,FZBT,-1.499806,18.928456,Kiri Airport,CD
KKW,FZCA,-5.03577,18.785601,Kikwit Airport,CD
IDF,FZCB,-4.970605,19.57867,Idiofa Airport,CD
MSM,FZCV,-4.783,17.85,Masi Manimba Airport,CD
MDK,FZEA,0.0226000007242,18.2887001038,Mbandaka Airport,CD
BSU,FZEN,1.224789,19.788097,Basankusu Airport,CD
LIE,FZFA,3.626584,18.638477,Libenge Airport,CD
BDT,FZFD,4.252745,20.975271,Gbadolite Airport,CD
GMA,FZFK,3.23537,19.771299,Gemena Airport,CD
KLI,FZFP,4.156991,21.66667,Kotakoli Airbase,CD
BMB,FZFU,2.183261,22.479572,Bumba Airport,CD
LIQ,FZGA,2.17066,21.496901,Lisala Airport,CD
BNB,FZGN,-0.286652,20.883551,Boende Airport,CD
IKL,FZGV,-1.048109,23.372501,Ikela Airport,CD
FKI,FZIC,0.481639,25.337999,Bangoka International Airport,CD
YAN,FZIR,0.783,24.466999,Yangambi Airport,CD
IRP,FZJH,2.82761,27.588301,Matari Airport,CD
BUX,FZKA,1.565743,30.220685,Bunia Airport,CD
BZU,FZKJ,2.818058,24.793997,Buta Zega Airport,CD
BKY,FZMA,-2.30898,28.8088,Bukavu Kavumu Airport,CD
RUE,FZMB,0.117142,29.312992,Rughenda Airfield,CD
GOM,FZNA,-1.666758,29.238037,Goma International Airport,CD
BNC,FZNP,0.575,29.4739,Beni Airport,CD
KND,FZOA,-2.91917991638,25.915399551399997,Kindu Airport,CD
KLY,FZOD,-2.578,26.733999,Kinkungwa Airport,CD
PUN,FZOP,-1.390698,26.348146,Punia Airport,CD
FBM,FZQA,-11.591494,27.530753,Lubumbashi International Airport,CD
PWO,FZQC,-8.400768,28.926285,Pweto Airport,CD
KEC,FZQG,-10.355228,28.617243,Kasenga Airport,CD
KWZ,FZQM,-10.7659,25.505699,Kolwezi Airport,CD
MNO,FZRA,-7.28889,27.3944,Manono Airport,CD
BDV,FZRB,-7.08488,29.737072,Moba Airport,CD
FMI,FZRF,-5.87556,29.25,Kalemie Airport,CD
KBO,FZRM,-6.083,26.917,Kabalo Airport,CD
KOO,FZRQ,-5.393898,26.989932,Kongolo Airport,CD
KMN,FZSB,-8.728878,24.991407,Kamina City Airport,CD
KAP,FZSK,-8.371157,22.647457,Kapanga Airport,CD
KNM,FZTK,-7.599343,24.158592,Kaniama Airport,CD
KGA,FZUA,-5.90005,22.4692,Kananga Airport,CD
LZA,FZUG,-7.189971,22.39254,Luiza Airport,CD
TSH,FZUK,-6.43833,20.794701,Tshikapa Airport,CD
LJA,FZVA,-3.462745,23.615162,Lodja Airport,CD
LBO,FZVI,-4.96167,23.3783,Lusambo Airport,CD
MEW,FZVM,-4.855027,21.541786,Mweka Airport,CD
BAN,FZVR,-4.315802,20.414891,Basongo Airport,CD
PFR,FZVS,-4.329919,20.590124,Ilebo Airport,CD
MJM,FZWA,-6.121240139010001,23.569000244099996,Mbuji Mayi Airport,CD
KBN,FZWT,-6.120761,24.546204,Tunta Airport,CD
NKA,GA-0005,0.3843,9.75364,Nkan Airstrip,GA
GIM,GA-0006,-0.02894,11.418021,Miele Mimbale Airport,GA
GAX,GA-GAX,-2.785278,10.047222,Gamba Airport,GA
BKO,GABS,12.5335,-7.94994,Modibo Keita International Airport,ML
GUD,GAGM,16.358426,-3.604536,Goundam Airport,ML
GAQ,GAGO,16.248466,-0.005389,Gao International Airport,ML
KNZ,GAKA,12.839046,-11.253397,Kenieba Airport,ML
KYS,GAKY,14.482521,-11.399335,Kayes Dag Dag Airport,ML
MZI,GAMB,14.5128,-4.07956,Mopti Airport,ML
NRM,GANK,15.22913,-7.261965,Nara Airport,ML
NIX,GANR,15.2381,-9.57611,Nioro du Sahel Airport,ML
KSS,GASO,11.598382,-5.798896,Sikasso (Dignangan) Airport,ML
TOM,GATB,16.730499,-3.00758,Tombouktou Airport,ML
EYL,GAYE,15.123682,-10.571177,Yélimané Airport,ML
QUY,GB-1222,52.357117,-0.107787,RAF Wyton,GB
PZE,GB-1327,50.130376,-5.513946,Penzance Heliport,GB
FLH,GB-FLH,58.825802,-3.14278,Flotta Isle Airstrip,GB
FOA,GB-FOA,60.121916,-2.053439,Foula Airfield,GB
GBM,GBM,3.32294,42.21309,Garbaharey Airport,SO
BJL,GBYD,13.338,-16.652201,Banjul International Airport,GM
FUE,GCFV,28.4527,-13.8638,Fuerteventura Airport,ES
GMZ,GCGM,28.0296,-17.2146,La Gomera Airport,ES
VDE,GCHI,27.8148,-17.8871,El Hierro Airport,ES
SPC,GCLA,28.626499,-17.7556,La Palma Airport,ES
LPA,GCLP,27.9319,-15.3866,Gran Canaria Airport,ES
ACE,GCRR,28.945499,-13.6052,César Manrique-Lanzarote Airport,ES
TFS,GCTS,28.0445,-16.5725,Tenerife Sur Airport,ES
GCV,GCV,-29.9494,-50.98505,Gravatai Airport,BR
TFN,GCXO,28.482752,-16.341707,Tenerife Norte-Ciudad de La Laguna Airport,ES
JCU,GECE,35.892657,-5.306321,Ceuta Heliport,ES
MLN,GEML,35.2798,-2.95626,Melilla Airport,ES
OYC,GF-0004,3.172847,-52.336142,Camopi Airport,GF
KBS,GFBO,7.9444,-11.761,Bo Airport,SL
GBK,GFGK,7.812535,-12.377815,Gbangbatok Airport,SL
HGS,GFHA,8.394348,-13.128891,Hastings Airport,SL
KBA,GFKB,9.638322913429999,-11.5155601501,Kabala Airport,SL
KEN,GFKE,7.896364,-11.174126,Kenema Airport,SL
FNA,GFLL,8.61644,-13.1955,Lungi International Airport,SL
WYE,GFYE,8.61047,-11.0454,Yengema Airport,SL
BQE,GGBU,11.297356,-15.838079,Bubaque Airport,GW
OXB,GGOV,11.894262,-15.653596,Osvaldo Vieira International Airport,GW
GHE,GHE,8.0644,-78.3673,Garachiné Airport,PA
JJU,GL-0012,60.76383,-46.065001,Qaqortoq Airport,GL
QCU,GL-QCU,68.744273,-52.340369,Akunnaaq Heliport,GL
UCN,GLBU,5.905503,-10.058262,Buchanan Airport,LR
CPA,GLCP,4.378805,-7.696647,Cape Palmas Airport,LR
SNI,GLGE,5.032124,-9.064236,Greenville/Sinoe Airport,LR
MLW,GLMR,6.28906,-10.7587,Spriggs Payne Airport,LR
NIA,GLNA,7.494459,-8.584514,Nimba Airport,LR
ROB,GLRB,6.23379,-10.3623,Roberts International Airport,LR
SAZ,GLST,4.681845,-8.434668,Sasstown Airport,LR
THC,GLTN,6.04565,-8.138723,Tchien Airport,LR
VOI,GLVA,8.32347,-9.769249,Voinjama Airport,LR
AGA,GMAD,30.322478,-9.412003,Al Massira Airport,MA
TTA,GMAT,28.447563,-11.161749,Tan Tan Airport,MA
OZG,GMAZ,30.265788,-5.860808,Zagora Airport,MA
UAR,GMFB,32.514306,-1.983056,Bouarfa Airport,MA
FEZ,GMFF,33.927299,-4.97796,Fes Saïss International Airport,MA
ERH,GMFK,31.9475002289,-4.39833021164,Moulay Ali Cherif Airport,MA
MEK,GMFM,33.879101,-5.51512,Bassatine Airport,MA
OUD,GMFO,34.789558,-1.926041,Oujda Angads Airport,MA
SMW,GMMA,26.731987,-11.683655,Smara Airport,EH
GMD,GMMB,33.655399,-7.22145,Ben Slimane Airport,MA
BEM,GMMD,32.401895,-6.315905,Beni Mellal Airport,MA
RBA,GMME,34.051498,-6.75152,Rabat-Salé Airport,MA
VIL,GMMH,23.7183,-15.932,Dakhla Airport,EH
ESU,GMMI,31.397499,-9.68167,Essaouira-Mogador Airport,MA
EUN,GMML,27.142467,-13.224947,Laayoune Hassan I International Airport,EH
CMN,GMMN,33.3675,-7.58997,Mohammed V International Airport,MA
NDR,GMMW,34.9888,-3.02821,Nador Al Aaroui International Airport,MA
RAK,GMMX,31.604807,-8.035788,Marrakesh Menara Airport,MA
NNA,GMMY,34.298901,-6.59588,Kenitra Air Base,MA
OZZ,GMMZ,30.9391,-6.90943,Ouarzazate International Airport,MA
AHU,GMTA,35.177101,-3.83952,Cherif Al Idrissi Airport,MA
TTU,GMTN,35.594299,-5.32002,Sania Ramel Airport,MA
TNG,GMTT,35.731741,-5.921459,Tangier Ibn Battuta Airport,MA
GNU,GNU,59.117561,-161.575241,Goodnews Airport,US
DSS,GOBD,14.670878,-17.072829,Blaise Diagne International Airport,SN
KDA,GODK,12.898604,-14.968322,Kolda Airport,SN
ZIG,GOGG,12.55559,-16.283298,Ziguinchor Airport,SN
CSK,GOGS,12.39533,-16.748,Cap Skirring Airport,SN
KLC,GOOK,14.146900177001953,-16.051300048828125,Kaolack Airport,SN
DKR,GOOY,14.742337,-17.479222,Léopold Sédar Senghor International Airport,SN
MAX,GOSM,15.5936,-13.3228,Ouro Sogui Airport,SN
POD,GOSP,16.678155,-14.964957,Podor Airport,SN
RDT,GOSR,16.437816,-15.656376,Richard Toll Airport,SN
XLS,GOSS,16.049814,-16.461039,Saint Louis Airport,SN
BXE,GOTB,14.847299575805664,-12.468299865722656,Bakel Airport,SN
KGG,GOTK,12.57229995727539,-12.22029972076416,Kédougou Airport,SN
SMY,GOTS,13.046799659729004,-13.29539966583252,Simenti Airport,SN
TUD,GOTT,13.7368,-13.6531,Tambacounda Airport,SN
AEO,GQNA,16.711299896240234,-9.637880325317383,Aioun el Atrouss Airport,MR
OTL,GQNB,17.52832,-14.71412,Boutilimit Airport,MR
THI,GQNC,18.433942,-9.486411,Tichitt Airport,MR
TIY,GQND,18.570101,-11.4235,Tidjikja Airport,MR
BGH,GQNE,16.63331413269043,-14.200000762939453,Abbaye Airport,MR
KFA,GQNF,16.59,-11.4062,Kiffa Airport,MR
TMD,GQNH,16.233671,-8.163464,Timbedra Airport,MR
EMN,GQNI,16.622,-7.3166,Néma Airport,MR
AJJ,GQNJ,19.727998,-14.377214,Akjoujt Airport,MR
KED,GQNK,16.1595,-13.5076,Kaédi Airport,MR
MOM,GQNL,17.75,-12.5,Letfotar Airport,MR
NKC,GQNO,18.31,-15.969722,Nouakchott–Oumtounsy International Airport,MR
SEY,GQNS,15.179699897766113,-12.207300186157227,Sélibaby Airport,MR
THT,GQNT,17.23157,-10.77923,Tamchakett Airport,MR
ATR,GQPA,20.505823,-13.043744,Atar International Airport,MR
FGD,GQPF,22.673551,-12.729262,Fderik Airport,MR
NDB,GQPP,20.932404,-17.030199,Nouadhibou International Airport,MR
OUZ,GQPZ,22.757345,-12.482228,Tazadit Airport,MR
GRC,GRC,4.571,-8.2076,Grand Cess Airport,LR
CIQ,GT-0001,14.83092,-89.520938,Chiquimula Airport,GT
DON,GT-0002,17.6124,-89.6884,Dos Lagunas Airport,GT
ENJ,GT-0003,14.106931,-90.817496,El Naranjo Airport,GT
PCG,GT-0004,17.2639007568,-90.25630187990001,Paso Caballos Airport,GT
UAX,GT-0007,17.393888,-89.632744,Uaxactun Airport,GT
CKY,GUCY,9.57689,-13.612,Ahmed Sékou Touré International Airport,GN
GUE,GUE,-3.583167,141.5895,Guriaso (Keraso) Airport,PG
FIG,GUFA,10.3506,-13.5692,Fria Airport,GN
FAA,GUFH,10.0354995728,-10.7698001862,Faranah Airport,GN
KSI,GUKU,9.1605596542358,-10.124400138855,Kissidougou Airport,GN
LEK,GULB,11.337512,-12.290869,Tata Airport,GN
MCA,GUMA,8.481456,-9.526048,Macenta Airport,GN
NZE,GUNZ,7.810413,-8.702073,Nzérékoré Airport,GN
BKJ,GUOK,10.9658,-14.2811,Boké Baralande Airport,GN
SBI,GUSB,12.575315,-13.363349,Sambailo Airport,GN
GII,GUSI,11.399833,-9.18841,Siguiri Airport,GN
SID,GVAC,16.7414,-22.9494,Amílcar Cabral International Airport,CV
NTO,GVAN,17.202800750732422,-25.090599060058594,Agostinho Neto Airport,CV
BVC,GVBA,16.136499,-22.888901,Aristides Pereira International Airport,CV
MMO,GVMA,15.155900001525879,-23.213699340820312,Maio Airport,CV
MTI,GVMT,15.045,-24.339199,Mosteiros Airport,CV
RAI,GVNP,14.941126,-23.484728,Nelson Mandela International Airport,CV
SFL,GVSF,14.8850002289,-24.4799995422,São Filipe Airport,CV
SNE,GVSN,16.588852,-24.284132,Preguiça Airport,CV
VXE,GVSV,16.833363,-25.055308,Cesaria Evora International Airport,CV
KNN,GXUD,10.448438,-9.228757,Kankan Airport,GN
BCG,GY-BCG,7.640212,-58.961786,Bemichi Airport,GY
BTO,GY-BTO,4.217511,-55.447054,Botopasi Airport,SR
DOE,GY-DOE,4.005713,-55.481644,Djumu-Djomoe Airport,SR
ADD,HAAB,8.97789,38.799301,Addis Ababa Bole International Airport,ET
AMH,HAAM,6.03939,37.5905,Arba Minch Airport,ET
AXU,HAAX,14.1468,38.7728,Axum Airport,ET
BJR,HABD,11.6081,37.321602,Bahir Dar Airport,ET
BEI,HABE,9.38639,34.5219,Beica Airport,ET
DSE,HADC,11.10975,39.725911,Kombolcha Airport,ET
DEM,HADD,8.554,34.858002,Dembidollo Airport,ET
DBM,HADM,10.321501,37.741887,Debre Markos Airport,ET
DIR,HADR,9.623549,41.855027,Aba Tenna Dejazmach Yilma International Airport,ET
DBT,HADT,11.884808,38.009241,Debre Tabor Airport,ET
FNH,HAFN,9.584387,37.377855,Fincha Airport,ET
GOB,HAGB,7.119033,40.045166,Robe Airport,ET
GNN,HAGH,7.15000009537,40.716999054,Ghinnir Airport,ET
